Rk,G,Date,TEAM,,Opp,W/L,Tm,Opp,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF
21,21,43068,SAS,,MEM,W,100.5271191,96.83758135,37.61157451,83.15816981,0.452863747,9.084238256,27.82725833,0.320664952,16.21973186,18.68564934,0.895867591,9.730736424,44.7656337,24.16305604,7.416674925,5.745057761,13.76632753,18.62690507
21,21,43066,DAL,@,SAS,L,98.1320512,96.3228239,36.73595246,85.6871615,0.431090901,11.34016804,34.48896328,0.326373049,13.31997824,17.06113886,0.770949579,7.556411959,43.42425277,21.70474792,7.15981206,2.985691062,12.68438571,20.42432655
21,21,43070,MEM,,SAS,L,91.99828736,100.6404675,34.5851332,80.05484152,0.434180942,8.369498335,26.41841483,0.3252954,14.45852263,17.68579499,0.823135302,7.463966413,37.25976743,22.42889224,7.043429594,4.87396716,14.48436132,22.86193538
22,22,43074,TOR,,PHO,W,110.9690677,102.4517079,43.97041163,88.56453137,0.496442023,11.93324741,33.11626118,0.360591225,11.09499702,15.47938712,0.724967758,10.36291583,43.21663398,23.94531346,8.070307125,5.516333126,13.77301697,21.19284526
22,22,43066,BOS,,DET,L,107.6305125,100.5043876,38.59450418,84.07433835,0.459542791,12.6717268,32.7403786,0.384454208,17.76977735,23.13391316,0.777856548,7.761056762,42.8183394,21.97835602,8.420813846,5.52443424,13.17637193,19.60996846
22,22,43071,PHI,,DET,W,105.7149955,110.9764945,38.26211522,85.82407166,0.446614748,9.651845332,29.12727416,0.330864504,19.53891973,22.59047014,0.883573571,13.10534777,45.19354683,26.87766657,7.103494038,5.664970308,17.04705314,24.04257148
22,22,43072,NYK,,ORL,L,103.4160023,104.3060268,40.14887677,83.92638675,0.48230492,7.373387694,21.21587428,0.339042524,15.74486104,19.4927476,0.808204532,9.602270808,45.43577576,25.27568774,5.349821448,5.418239284,16.40579427,19.81491125
22,22,43071,BRK,,ATL,L,109.1752066,111.740377,40.98087441,86.50497974,0.473587431,12.02438863,32.93159406,0.372635161,15.18906917,21.28499921,0.71717115,10.48395641,45.26749288,23.81124239,5.364504159,4.000827059,14.31629981,21.0425571
22,22,43070,MIA,,CHO,W,99.57892257,102.2008447,36.31301257,80.75220284,0.450183527,12.57006804,33.59517272,0.371768044,14.38282939,18.58636792,0.781743422,6.952148693,42.00115508,22.51308085,6.858854881,4.308076653,14.16223242,19.29035966
22,22,43070,WAS,,DET,W,105.1794387,105.2184277,39.75579793,86.25948578,0.461996755,9.523878462,25.92591568,0.37391703,16.1439644,20.89267116,0.761821659,8.048360971,41.54161411,22.33845822,5.806651041,3.725673353,11.67811287,22.62074779
22,22,43073,CHO,,ORL,W,106.456917,111.4208369,37.24770745,85.87044788,0.435110298,8.21885528,24.65833848,0.334880293,23.7426468,30.21142298,0.781916314,12.01569695,45.1287612,22.93908491,5.961834753,4.038401683,13.22467593,19.0051215
22,22,43068,ORL,,OKC,W,105.8384627,119.2400727,39.59972569,88.76906247,0.445500062,11.90630152,33.47251357,0.356410604,14.73270982,22.22510629,0.671060234,10.19430921,44.75547027,22.63197817,5.952164085,5.537532906,14.41685562,21.19268376
22,22,43071,ATL,@,BRK,W,99.10006883,108.5789573,38.34778309,84.14984018,0.453873545,9.828348249,29.30047891,0.332743838,12.5761544,16.02345549,0.733273834,9.102268277,35.71319221,24.16025403,8.321210283,3.103514818,14.61248445,17.30287561
22,22,43069,POR,,MIL,L,103.1488827,102.2062579,37.62438926,85.37066264,0.442006139,7.187533635,20.2780706,0.362969032,20.71257053,27.25388412,0.75650191,9.87344272,47.75966295,16.96880992,5.269072913,7.545835317,13.32906514,18.83789384
22,22,43072,OKC,,SAS,W,100.919376,103.0246231,38.01133839,88.98314762,0.427963548,9.911874854,30.35142315,0.325294168,14.98482431,20.05285655,0.75594925,13.21612679,44.58533713,21.11794202,11.36730344,4.467825628,15.24810926,18.53887154
22,22,43069,MIN,@,LAC,W,109.2547601,93.9777901,40.59375416,86.8648127,0.467952984,13.66019635,31.91794344,0.426555718,14.40705542,17.6345713,0.8257004,8.73579999,41.02056219,24.9954897,10.06998055,4.338166221,10.8032256,18.4722407
22,22,43068,UTA,@,NOP,W,106.5218017,108.9495273,39.72664854,87.21312813,0.455051976,7.784943374,23.27925673,0.343217672,19.2835613,25.87410708,0.726875784,12.42195727,43.52574356,21.24733625,8.592386744,3.69731979,9.991275154,17.24477987
22,22,43071,DEN,,LAL,W,101.2449426,107.3678873,36.94642294,82.88423704,0.4451092,10.85724266,32.40895126,0.33674572,16.49485407,23.47627703,0.715594395,13.75721345,45.8163491,19.3539259,7.840590997,4.229806294,16.8116249,15.19044198
22,22,43069,CLE,@,ATL,W,111.8443515,98.06645735,40.91030926,83.12668132,0.492898854,13.77452005,35.24012553,0.39255164,16.24921298,20.81077531,0.789038623,6.338115318,42.68868571,24.15081828,6.874247113,3.339186238,11.61342121,19.2236652
22,22,43068,IND,@,HOU,L,109.6083659,102.2209676,41.10859131,83.51987695,0.493314856,10.47748295,23.7309988,0.437057264,16.91370035,20.73433628,0.837438141,9.190897309,42.48134547,24.37396434,10.12395362,4.709698512,14.04692712,17.53092145
22,22,43073,MIL,@,BOS,L,107.2363752,102.0648457,39.98311292,80.60800775,0.501072188,7.280619799,22.4684456,0.327318345,19.98952954,27.24783908,0.743794334,7.129959836,38.09638345,20.50305242,10.78883445,5.716798157,12.89864232,22.32857681
22,22,43071,DET,@,PHI,L,105.2924846,106.8333183,40.55640786,83.1220234,0.485998032,11.97954493,29.83999124,0.403493788,12.20012394,16.88786264,0.712176154,6.987072612,38.9364941,24.4893477,7.841433846,3.863076325,15.32880389,19.53295132
22,22,43073,CHI,,CLE,L,98.62746034,113.0956145,37.51749333,90.32626595,0.418439087,12.53822623,33.09245842,0.375349149,11.05424745,15.34801687,0.721991587,8.769324991,41.76130123,24.01002955,7.667184556,3.308019563,11.7401145,19.77321822
22,22,43068,GSW,@,LAL,W,114.1782873,103.9386325,42.66679328,87.42837438,0.486748405,11.826715,31.27287808,0.376112709,17.01798574,20.80003381,0.816042688,7.874330114,45.7736471,29.1089913,9.694901367,9.042434399,14.21709118,20.41568488
22,22,43072,LAC,@,MIN,L,104.1933638,108.9532718,38.13094796,79.37962465,0.484236511,10.20681152,28.04201341,0.360022136,17.72465633,22.63170171,0.786846892,8.50912397,37.68170458,22.38477575,8.382492189,4.654427083,15.95532569,17.53584665
22,22,43071,LAL,@,DEN,L,113.2424293,112.1069792,43.62413324,90.92500127,0.479552544,11.71479333,30.99374977,0.38078594,14.2793695,21.01458038,0.66465552,9.922232922,42.85666787,27.40248789,9.234344327,5.332803996,15.40553005,22.52448522
22,22,43070,SAC,@,CHI,W,100.2329069,105.3403131,39.80884018,82.85062202,0.480545616,8.666576537,19.18979217,0.449208918,11.94865003,15.70927605,0.785328608,8.63654632,38.03360087,20.80006496,8.5234264,5.268764741,14.85697966,18.70763648
22,22,43067,PHO,@,CHI,W,108.7668751,114.1315606,42.28045316,93.91788491,0.451328585,8.321935666,25.76249213,0.30989434,15.88403311,21.33994591,0.740933409,13.35028108,48.01498467,22.62988178,7.511584936,5.209765452,16.8669365,20.52201449
22,22,43072,HOU,@,LAL,W,117.7560375,97.58451472,40.8974071,85.29263255,0.480227941,18.4268655,44.24962804,0.417899181,17.53435777,22.78858231,0.760340344,9.040881504,45.05345677,27.42827126,9.920645016,5.132345527,14.24303084,18.7677118
22,22,43070,NOP,@,UTA,L,107.6572252,105.5273114,40.34117702,84.45839916,0.477554853,9.48506609,28.23082503,0.330640509,17.48980508,22.14979374,0.792252431,8.7860168,42.97404216,26.24232887,6.837935966,3.781886448,16.19735395,19.83911986
22,22,43070,SAS,@,MEM,W,101.6981357,96.39127441,38.58347235,83.04745094,0.466119124,8.325271477,25.7081775,0.324399486,16.20591956,18.3456948,0.905900277,8.379220927,42.96969011,24.32891681,7.965002478,5.503517328,12.80989826,18.46807152
22,22,43068,DAL,,BRK,L,101.2596154,95.95684717,38.18078574,85.34614845,0.45006727,12.36205041,33.58668898,0.363911915,12.53599347,16.73834166,0.738784874,6.606923588,43.40727583,23.03142438,7.887943618,2.575707319,12.62531571,19.98729796
22,22,43071,MEM,@,CLE,L,90.31948621,99.63214024,34.17553996,77.91645246,0.439654283,8.1108495,24.02552445,0.34524862,13.85755679,16.7857385,0.829200591,7.699189924,37.07793023,21.84866767,7.293028878,4.122190148,15.8253084,22.95858062
23,23,43077,TOR,@,MEM,W,115.6107203,104.3755124,45.39112349,89.84935941,0.505372607,12.11997422,32.61487835,0.370537367,12.70849911,16.82381614,0.750470327,9.968874749,43.20499019,25.52359404,9.281092138,4.594899938,13.93190509,21.89785358
23,23,43069,BOS,,PHI,W,108.1691538,103.6513163,39.57835125,83.4623015,0.475682837,12.90151804,32.50211358,0.394916262,16.11093321,22.06017395,0.744636964,7.088317029,41.12550182,23.25350681,7.426244154,5.297330272,13.33291158,19.74299054
23,23,43073,PHI,,PHO,L,108.0144987,113.0929483,39.33863457,85.3872215,0.461864424,9.6155536,28.89818225,0.335019351,19.72167592,22.45714104,0.895912071,11.77160433,45.61806405,27.80329997,6.751048212,5.619491092,17.99411594,23.45277144
23,23,43073,NYK,@,IND,L,102.7048007,105.071808,40.60466303,83.55791602,0.490491476,6.552016308,18.96476228,0.337752757,14.94345831,18.58782428,0.81184136,8.900681243,45.27073273,23.82270632,4.684946434,4.985471785,16.82173828,20.36447338
23,23,43073,BRK,@,ATL,W,107.932562,110.5221131,40.15426232,86.43149392,0.463096229,12.14731659,32.83947822,0.376110548,15.47672075,21.36549976,0.729651345,11.12518692,45.92024787,23.80337272,4.689351248,4.840248118,14.37488994,20.59276713
23,23,43072,MIA,,GSW,L,99.45367677,102.4802534,36.09390377,80.64566085,0.448235058,13.01102041,34.57855182,0.374590413,14.25484882,19.57591038,0.734323027,7.125644608,40.46034652,23.27392426,7.797656464,4.372422996,14.88866973,19.9271079
23,23,43073,WAS,@,UTA,L,107.5738316,106.4655283,40.48673938,88.73784573,0.455979027,9.157163539,25.5577747,0.361375109,17.44318932,21.80780135,0.789386498,9.134508291,41.58248423,23.22153746,7.061995312,4.477702006,10.78343386,24.14622434
23,23,43075,CHO,,GSW,L,102.2170751,107.7662511,35.81431224,84.56113436,0.425373089,6.945656584,22.79750154,0.301924088,23.64279404,29.92342689,0.787434894,11.58470908,45.03862836,22.14172547,7.248550426,3.871520505,13.90740278,19.00153645
23,23,43070,ORL,,GSW,L,110.4315388,119.9120218,41.41991771,88.23071874,0.472030019,12.25189045,32.86175407,0.374183181,15.33981295,22.62753189,0.68431807,8.938292762,42.54664108,23.72959345,6.125649226,5.721259872,13.00505669,21.61780513
23,23,43073,ATL,,BRK,L,103.2300206,110.2736872,39.64433493,86.14495205,0.457882064,10.08850447,29.09014367,0.343843152,13.85284632,17.12703665,0.78474215,9.730680483,36.47395766,23.48807621,9.076363085,2.891054445,13.76374533,17.79086268
23,23,43071,POR,,NOP,L,102.3446648,104.1618774,38.02731678,85.95119879,0.443121842,7.056260091,21.34342118,0.33821071,19.23377116,25.53616524,0.758670573,9.122032816,46.38789888,17.83064298,5.920721874,6.603750595,13.51871954,17.55136815
23,23,43074,OKC,,UTA,W,98.59581279,102.4473869,37.58340152,88.29494428,0.426869064,9.553562456,29.68542694,0.31836825,13.87544729,19.17585696,0.733164775,13.76483804,44.31560114,22.01538261,10.13019103,4.280347688,16.05443278,18.16166146
23,23,43070,MIN,,NOP,W,109.636428,95.25333703,41.15812625,85.41944381,0.482685895,14.17805891,32.25538303,0.437086715,13.14211663,16.49037139,0.80645012,8.080739997,38.20616866,26.25864691,10.58099417,3.961449866,10.94096768,18.56167221
23,23,43070,UTA,@,OKC,L,108.8165405,106.7448582,41.03799456,86.36393844,0.475175593,8.355483012,22.94377702,0.370785302,18.38506839,24.70223212,0.730322735,12.82658718,44.83772307,23.73420088,8.597716023,2.929195937,10.55738255,16.09343396
23,23,43073,DEN,@,DAL,L,100.6534828,106.8303662,36.42392688,82.82527111,0.43943276,10.2571728,32.26268538,0.319983716,17.54845622,24.40288311,0.728058318,12.80716404,44.26490473,20.36617777,8.092177299,4.488941888,16.38348747,16.17713259
23,23,43071,CLE,,MEM,W,112.0933055,100.8199372,40.69309278,82.47800439,0.493949656,14.07235601,36.05203766,0.390065492,16.63476389,21.92323259,0.762271587,6.801434595,42.06660571,24.32524548,7.662274134,3.661755871,12.58402636,19.90709956
23,23,43070,IND,@,TOR,L,106.8025098,105.7062903,39.91257739,83.43596308,0.479794457,9.863244884,24.33929964,0.404677179,17.1141101,20.64030088,0.864431442,8.637269193,41.30440364,22.2921893,10.31718609,4.772909554,14.57407814,18.13927644
23,23,43075,MIL,,DET,W,106.6509126,102.5794537,39.15493388,77.66240232,0.507181657,7.50418594,21.16053368,0.355095503,20.83685886,27.07435172,0.7790783,5.778987951,36.20891504,20.43091573,9.396650334,5.075039447,12.40959269,20.41857304
23,23,43073,DET,@,SAS,L,107.4677454,106.2499955,40.58692236,83.03660702,0.48655941,11.43386348,30.09199737,0.383128137,14.86003718,19.62635879,0.747192846,6.576121784,38.98094823,24.00680431,7.952430154,3.958922898,15.51864117,20.6998854
23,23,43075,CHI,@,IND,L,99.4482381,108.8286844,37.995248,88.27787978,0.432691726,12.30146787,33.30773753,0.368104745,11.15627423,15.52440506,0.720877476,8.230797497,41.78839037,25.12300887,7.480155367,3.792405869,10.80203435,19.51196547
23,23,43070,GSW,@,ORL,W,115.0334862,105.3815898,42.48003798,87.68851231,0.483424521,12.5080145,32.76186342,0.379113813,17.56539572,21.36001014,0.820492806,8.662299034,44.11209413,29.59269739,10.18847041,7.61273032,15.18512735,19.14470546
23,23,43075,LAC,,MIN,L,102.9380091,110.5259815,37.19928439,78.97388739,0.475110953,10.06204346,28.15260402,0.351186641,18.4773969,23.30951051,0.799554068,8.852737191,38.18451137,20.99543273,7.694747657,5.176328125,15.70659771,18.840754
23,23,43072,LAL,,HOU,L,109.9927288,113.2920938,41.64723997,88.87750038,0.468805763,11.494438,30.71812493,0.377995782,15.20381085,21.70437411,0.689536656,10.25666988,42.81700036,25.58074637,8.650303298,4.679841199,16.24165902,22.29734557
23,23,43071,SAC,@,MIL,L,101.7498721,104.8220939,40.36265205,82.11518661,0.490663685,8.339972961,18.91693765,0.436602675,12.68459501,16.89278282,0.770118582,9.030963896,39.41008026,22.48001949,7.45702792,5.780629422,15.0970939,17.93229094
23,23,43068,PHO,@,DET,L,105.8500625,111.3794682,40.68413595,90.89536547,0.449138576,8.0965807,25.22874764,0.309128302,16.38520993,21.52198377,0.759460023,13.80508432,49.4044954,22.04896454,6.593475481,4.922929636,17.24008095,19.03660435
23,23,43076,HOU,@,UTA,W,118.6268112,98.15535442,42.36922213,86.90778977,0.488608382,17.84805965,43.37488841,0.412369754,16.04030733,21.25657469,0.752822103,8.592264451,44.59603703,26.98848138,10.2561935,4.059703658,14.07290925,18.09031354
23,23,43071,NOP,@,POR,W,106.0771676,105.1581934,39.96235311,85.11751975,0.469186456,10.68551983,29.04924751,0.362392153,15.46694153,19.94493812,0.776535729,8.65580504,42.15221265,26.21269866,6.39138079,4.494565934,15.07920619,19.53173596
23,23,43072,SAS,@,OKC,L,101.9094407,95.41738232,37.61504171,80.35423528,0.469255737,8.237581443,24.51245325,0.337279846,18.44177587,21.88370844,0.865230083,6.993766278,41.17090703,23.11867504,8.269500743,5.431055198,11.82296948,18.56042146
23,23,43071,DAL,,LAC,W,101.2178846,100.0470542,38.75423572,85.94384453,0.453380181,11.26861512,31.7760067,0.351793574,12.44079804,16.9215025,0.724655462,6.322077076,42.70218275,23.28942731,7.826383085,2.592712196,11.90759471,19.43618939
23,23,43073,MEM,,MIN,W,92.19584586,102.2696421,34.89266199,77.69493574,0.448996285,8.87325485,22.46765733,0.396594586,13.53726704,16.51572155,0.820940177,7.769756977,34.78337907,22.5146003,7.227908663,3.616657044,15.52759252,22.14757418
24,24,43079,TOR,@,SAC,W,118.6832161,104.9526537,45.39733705,89.81480782,0.505251782,12.73599227,32.60446351,0.39018121,15.15254973,19.04714484,0.776181098,10.27066242,42.36149706,26.55707821,8.804327641,4.178469981,12.99957153,22.52935607
24,24,43071,BOS,,PHO,W,108.0507461,103.8953949,40.15350538,82.57869045,0.488084851,12.83045541,31.45063407,0.405474879,14.91327996,20.89805218,0.733551089,7.166495109,38.79765055,23.77605204,6.987873246,5.649199082,13.23987347,19.22289716
24,24,43076,PHI,,LAL,L,110.9443496,114.2878845,40.36159037,86.51616645,0.467979327,10.44466608,31.06945467,0.343265805,19.77650278,22.97714231,0.871613621,10.5314813,46.16541921,29.76098999,7.205314463,5.325847328,18.97823478,22.99583143
24,24,43075,NYK,,MEM,W,101.5114402,105.1615424,40.74139891,85.26737481,0.482727443,5.465604892,17.30942869,0.317905827,14.56303749,18.59634728,0.789272408,10.09020437,45.92121982,22.8268119,4.90548393,3.875641536,16.52652148,19.96934201
24,24,43076,BRK,,OKC,W,105.4597686,104.9766339,38.6462787,84.30944818,0.457428869,12.88419498,34.35184347,0.379533164,15.28301623,20.54964993,0.754815404,11.17755608,46.81607436,24.36101182,4.906805374,5.092074435,16.21246698,21.29783014
24,24,43075,MIA,@,SAS,L,97.45610303,106.204076,35.32817113,80.75369826,0.438130517,12.44330612,34.59356554,0.360177124,14.35645465,20.01277311,0.721076908,6.617693382,38.03810396,21.82217728,8.219296939,4.391726899,14.82660092,18.85813237
24,24,43074,WAS,@,POR,W,100.5921495,105.0196585,37.20602181,86.82135372,0.426593708,8.067149062,23.62733241,0.338992533,18.1129568,22.2223404,0.805075949,9.880352487,39.91474527,21.24646124,7.998598594,4.143310602,10.65503016,23.4838673
24,24,43077,CHO,,CHI,L,99.26512253,106.8098753,35.10429367,84.58834031,0.417971927,5.863696975,20.83925046,0.283217226,23.19283821,28.43702807,0.813170468,11.31541273,44.17158851,20.78251764,7.774565128,3.821456152,14.53222083,18.44046094
24,24,43072,ORL,@,NYK,W,110.9694616,121.3736065,41.68597531,88.76921562,0.473409006,12.21556714,31.41852622,0.389174954,15.38194388,22.18825957,0.700335421,9.401487828,40.62399232,23.35887804,6.877694768,5.776377962,12.58151701,19.50534154
24,24,43075,ATL,@,ORL,L,102.6490062,109.9421062,38.63330048,86.60348562,0.442844619,10.02655134,29.1670431,0.340872945,15.3558539,19.13811099,0.787722645,9.919204145,36.9821873,22.16642286,9.162908925,2.827316334,13.9291236,17.7972588
24,24,43074,POR,,WAS,L,107.0033994,107.8285632,40.52819503,88.36535964,0.458996553,7.576878027,22.92302635,0.337083213,18.37013135,23.20084957,0.817701172,8.616609845,45.41636967,18.92919289,5.836216562,5.901125179,11.75561586,17.16541045
24,24,43076,OKC,@,BRK,L,98.17874384,101.5742161,37.03502046,85.70848329,0.433820719,8.886068737,27.52562808,0.312370475,15.22263419,21.43275709,0.718209433,13.78945141,44.37468034,21.72461478,9.47905731,4.224104307,16.85632983,18.88849844
24,24,43073,MIN,,WAS,W,113.6709284,95.77600111,43.00743787,84.98583314,0.506845769,14.75341767,32.63661491,0.451306015,12.90263499,16.98711142,0.776175036,8.024221999,39.0418506,27.61759407,9.47429825,3.70843496,10.0022903,18.02850166
24,24,43072,UTA,,LAC,W,107.1249622,105.1034575,41.29139837,84.56918153,0.488632678,9.086644904,22.98313311,0.40033559,15.45552052,20.99066964,0.732756821,12.38797615,42.99131692,25.04026026,8.319314807,2.978758781,11.98721476,16.16803019
24,24,43075,DEN,@,NOP,L,101.8760448,106.2491099,36.68717807,83.36758133,0.439969828,10.63715184,32.63880561,0.326995115,17.86453687,24.68086493,0.731797496,12.52214921,44.63947142,21.50985333,7.32765319,4.566682566,14.57504624,17.17313978
24,24,43073,CLE,@,CHI,W,111.7479916,101.9259812,40.48792783,81.30340132,0.499304897,13.7417068,34.8956113,0.395759648,17.03042917,21.69696978,0.783501476,6.520430379,41.59998171,24.79757365,7.89868224,4.458526761,12.87520791,19.41212987
24,24,43073,IND,,NYK,W,107.3607529,109.9718871,40.67377322,85.23078893,0.479238337,9.678973465,25.36178989,0.382083154,16.33423303,19.63209027,0.869729433,9.451180758,40.67132109,21.10765679,8.975155826,4.931872866,14.45222344,17.20178293
24,24,43077,MIL,,DAL,W,105.9152738,99.79383611,38.62648016,77.0587207,0.503694497,7.571255782,20.9081601,0.361048651,21.09105766,27.44230552,0.77692349,6.073696385,35.78267451,20.82927472,9.2589951,4.742511834,11.70287781,19.84557191
24,24,43075,DET,@,MIL,L,107.2803236,105.7949986,40.03607671,83.15098211,0.479447823,10.43015904,28.76759921,0.365538441,16.77801115,22.54790764,0.736277854,6.312836535,38.85428447,22.88204129,8.265729046,3.567676869,14.17559235,21.74996562
24,24,43077,CHI,@,CHO,W,100.1144714,107.2686053,38.9785744,86.82336394,0.450827518,11.67044036,32.39232126,0.360471423,10.48688227,15.57732152,0.676723243,8.629239249,41.65651711,24.47690266,6.44404661,4.357721761,10.9406103,19.01358964
24,24,43072,GSW,@,MIA,W,121.1700459,106.3744769,45.5040114,88.88655369,0.512107356,12.99240435,32.22855903,0.404794144,17.16961872,20.54800304,0.845207842,8.89868971,44.03362824,33.09780922,10.05654112,7.603819096,15.05553821,18.20341164
24,24,43078,LAC,,WAS,W,103.9614027,113.5177945,37.75978532,81.51216622,0.468033286,10.15861304,28.74578121,0.347415992,18.28321907,23.79285315,0.75814622,10.49582116,39.17535341,20.57862982,6.788424297,5.052898437,14.65197931,19.7922262
24,24,43076,LAL,@,PHI,W,107.8978186,117.0076281,40.49417199,87.42325011,0.462921729,10.8683314,28.95543748,0.376598735,16.04114325,22.61131223,0.698820997,10.21700096,41.68510011,24.05422391,8.755090989,4.48395236,17.6124977,23.06920367
24,24,43075,SAC,@,CLE,L,100.9449616,105.6466282,39.12879562,80.77455598,0.483619105,8.381991888,19.2550813,0.430300803,14.3053785,18.22783484,0.802235575,8.589289169,38.28302408,22.14400585,6.857108376,5.514188827,14.88912817,18.81968728
24,24,43071,PHO,@,BOS,L,104.1350188,114.1938405,39.36524078,89.28860964,0.442601573,8.02897421,24.36862429,0.317158491,17.37556298,22.41659513,0.773278007,13.8015253,48.28134862,20.33468936,7.158042644,4.836878891,18.33202428,19.0109813
24,24,43078,HOU,@,POR,W,117.0680434,99.16660633,41.83076664,87.25233693,0.479922515,17.6744179,43.25246652,0.409310926,15.7320922,20.93697241,0.752106631,8.457679335,44.45881111,25.73654441,9.936858051,3.877911097,13.88187278,18.30709406
24,24,43073,NOP,,GSW,L,107.8431503,108.687458,40.68870593,86.01525592,0.472555937,12.16565595,30.27477425,0.398797646,14.30008246,19.42348144,0.744240719,8.196741512,42.32566379,26.0638096,5.557414237,4.84836978,14.04376186,19.15952079
24,24,43073,SAS,,DET,W,101.5528322,92.7452147,36.76451251,77.86627058,0.471596721,8.491274433,24.71373597,0.346183954,19.53253276,24.06511253,0.825869025,6.578129883,40.63127211,21.63560251,8.500850223,5.96931656,11.80689084,18.72812644
24,24,43073,DAL,,DEN,W,102.0453654,97.35411625,38.50627072,83.74315336,0.461374054,12.20058454,31.51280201,0.382458072,12.83223941,17.81645075,0.709076639,7.216623123,43.75065482,24.20682819,7.387914926,3.157813659,12.25227841,18.99085682
24,24,43075,MEM,@,NYK,L,93.17875376,101.3808926,34.8277986,77.48848072,0.448858885,8.681976455,21.5802972,0.399538376,14.84118011,17.55471646,0.844642053,8.210927093,36.61501372,21.87438009,6.648372599,4.164997113,15.15827776,22.04427226
25,25,43080,TOR,@,LAC,L,118.2049648,106.3857961,44.41920111,90.22444235,0.491215535,12.64079768,33.30133905,0.380814363,16.72576492,21.11414345,0.770734329,10.50119873,41.82844912,25.60712346,8.381298292,3.913540994,12.29987146,22.01880682
25,25,43073,BOS,,MIL,W,110.5352238,104.9486185,41.30605161,81.75360714,0.506925455,13.50913662,31.83519022,0.423482464,14.41398399,19.98941566,0.741285327,6.769948533,37.25929516,25.75281561,6.436361974,6.034759724,12.93196204,18.64686915
25,25,43078,PHI,@,CLE,L,113.3633049,116.0463654,41.36847711,88.25484993,0.470233798,11.25339982,32.7008364,0.351199742,19.37295083,22.71314269,0.858724086,10.43944439,46.74962576,30.488297,8.181594339,4.537754198,19.55347043,22.43874943
25,25,43078,NYK,@,CHI,L,100.7334321,101.1284627,39.80241967,83.26021244,0.484318233,5.839681468,16.39282861,0.369071748,15.28891125,19.71890419,0.783061722,11.00706131,46.39636595,21.54804357,5.531645179,3.542692461,16.15795645,19.9908026
25,25,43078,BRK,,MIA,L,104.9979306,104.2929902,38.47388361,84.51283445,0.454608661,12.82525849,35.92555304,0.359419949,15.22490487,21.28489498,0.735344621,10.49326682,47.92482231,25.22830354,4.412041612,5.167622331,16.20374009,21.36934904
25,25,43078,MIA,@,BRK,W,97.55683091,110.6812228,35.79845134,80.36610948,0.447559155,12.97299184,34.87806966,0.373073137,12.98693639,18.60383193,0.706463072,7.165308015,35.07143119,22.64665318,8.065789082,4.25751807,15.64798028,18.81743971
25,25,43076,WAS,@,PHO,W,98.63764485,102.3458975,36.36180654,86.24640612,0.419318112,8.160144718,23.32819972,0.34515776,17.75388704,22.06670212,0.788502785,10.66410575,40.39442358,20.65393837,9.259579578,4.322993181,10.33650905,23.98516019
25,25,43078,CHO,,LAL,L,101.8795368,108.3429626,36.1512881,86.83650209,0.420091578,6.379109093,20.81177514,0.303505168,23.19785146,28.41110842,0.81459114,10.53462382,45.03147655,20.65475529,7.932369538,4.786436845,14.29966625,18.41213828
25,25,43073,ORL,@,CHO,L,111.4108385,119.292082,41.20579259,87.11076469,0.476482702,11.78467014,31.54555787,0.371132486,17.21458317,23.45647787,0.737340626,8.420446349,38.7871977,22.96766341,7.38330843,5.652913388,12.1744551,18.17160246
25,25,43078,ATL,,ORL,W,101.0747019,110.6826318,37.34999014,85.90104568,0.432033386,9.727965403,28.63011293,0.338301884,16.64675617,20.8614333,0.788616794,9.695761243,38.39465619,21.06992686,9.188872678,2.9481949,15.09873708,17.79917764
25,25,43078,POR,,HOU,L,103.5010198,106.268569,39.03845851,86.56960789,0.451158966,8.573063408,25.07690791,0.342904964,16.8510394,20.54025487,0.842130352,7.764982953,44.5649109,18.41875787,5.390864969,4.570337554,12.76668476,17.60962313
25,25,43078,OKC,@,MEM,W,100.0136232,101.7322648,38.13050614,87.45254499,0.439406216,7.845820621,25.33768842,0.299511143,15.90679026,23.50982713,0.67914283,15.05683542,46.4924041,20.79738443,8.443717193,4.487231292,16.39689895,20.50654953
25,25,43074,MIN,@,OKC,L,115.7212785,94.39280033,43.98223136,83.45574994,0.528233731,15.2060253,32.61098447,0.465511804,12.5507905,16.99613343,0.758132511,8.2872666,40.27255518,28.86527822,9.002289475,3.352530488,10.98068709,18.5685505
25,25,43073,UTA,@,MEM,L,108.7174886,104.1910372,41.50741951,84.59075446,0.491549803,9.445993471,24.25493993,0.394640677,16.25665616,20.57720089,0.773807046,12.39639285,42.15739508,25.57207808,8.235794442,2.713627634,11.99616443,16.19040906
25,25,43077,DEN,@,ORL,W,103.6428135,110.414733,36.90615342,85.6302744,0.430330948,11.73114555,33.17164168,0.353738534,18.09936106,24.20425948,0.753919249,11.73664476,43.35184143,21.572956,6.818295957,4.59000477,12.35251387,17.89194193
25,25,43075,CLE,,SAC,W,113.4643975,101.1377943,40.98637835,80.6710204,0.509451469,13.64251204,34.12868339,0.401387894,17.84912875,21.90909093,0.818990443,6.716129114,41.59999451,24.51927209,8.249604672,3.997558028,12.26256237,17.72363896
25,25,43075,IND,,CHI,W,108.6482259,110.2715661,42.02213197,86.18923668,0.489851501,9.62369204,25.66853697,0.375304946,14.98026991,17.64962708,0.87957883,9.275354227,40.90139633,22.01229704,8.572546748,5.25956186,14.41566703,17.20053488
